CustomerID,Age,Gender,Region,No.ofProductsPurchased,TotalSpend(Annually),CreditScore,MaritalStatus,LoyaltyStatus,TransactionFrequency(per month)
2354,50,Female,North,42,16963.64884886578,847,Divorced,Silver,7
2355,58,Male,East,19,62097.311829405786,486,Single,Platinum,13
2356,42,Male,West,40,33156.5804489828,351,Divorced,Gold,9
2357,65,Female,South,35,24255.76871681627,787,Single,Silver,6
2358,30,Male,West,24,79939.15594886268,830,Married,Platinum,12
2359,26,Female,West,24,6275.548541195175,695,Divorced,New,1
2360,30,Male,North,17,24628.347138372577,391,Married,Silver,3
2361,48,Female,West,40,90739.22669822832,656,Divorced,Platinum,13
2362,58,Male,West,10,9221.97440394823,443,Divorced,New,1
2363,28,Male,South,2,61518.77689508811,498,Single,Platinum,14
2364,21,Female,West,44,6289.970411520331,622,Single,New,2
2365,51,Female,South,23,31566.72442494543,631,Married,Gold,10
2366,55,Male,West,6,16802.136575333927,563,Married,Silver,3
2367,63,Male,West,2,43086.78625922781,516,Divorced,Gold,9
2368,21,Female,East,21,39731.61123380902,733,Divorced,Gold,11
2369,55,Male,West,35,26374.981302516506,759,Single,Silver,4
2370,36,Female,South,49,38513.54961981143,802,Single,Gold,8
2371,23,Female,South,29,32551.96813665876,768,Single,Gold,8
2372,51,Male,North,7,93602.68269154127,665,Single,Platinum,12
2373,35,Female,North,29,1745.9962403079005,538,Single,New,1
2374,30,Male,East,37,33779.29285070764,695,Divorced,Gold,11
2375,58,Male,South,23,19154.652989427763,694,Divorced,Silver,3
2376,40,Female,South,33,99764.03035327134,374,Married,Platinum,13
2377,36,Male,South,8,4751.738381583855,397,Divorced,New,1
2378,62,Female,East,12,40034.170609562294,682,Single,Gold,10
2379,28,Female,South,46,45393.93501947737,669,Divorced,Gold,8
2380,18,Female,North,48,24546.233780082206,584,Divorced,Silver,5
2381,41,Male,East,10,46828.41383882667,555,Divorced,Gold,9
2382,24,Female,North,15,22296.501878818406,608,Married,Silver,6
2383,42,Male,North,24,49443.55374986444,475,Married,Gold,8
2384,38,Female,East,26,45936.247231726156,527,Divorced,Gold,8
2385,32,Female,West,47,21020.480824698978,646,Divorced,Silver,6
2386,18,Female,West,42,4431.446406507232,641,Single,New,2
2387,29,Male,North,39,96474.55960221088,538,Married,Platinum,14
2388,24,Male,West,3,25266.234537220756,649,Single,Silver,3
2389,32,Female,South,2,16214.336345256386,754,Single,New,2
2390,38,Female,East,6,17578.306374338106,740,Divorced,New,1
2391,36,Male,North,21,23412.50742167567,814,Divorced,Silver,6
2392,46,Male,South,9,57958.33865428634,380,Divorced,Platinum,12
2393,42,Male,West,10,19788.231931176466,660,Single,Silver,3
2394,50,Female,South,36,41158.8972741794,587,Single,Gold,9
2395,66,Male,West,3,30363.35641854334,307,Single,Gold,8
2396,49,Female,North,41,4936.156344669051,386,Divorced,New,1
2397,66,Male,South,24,45116.057585518734,585,Divorced,Gold,8
2398,52,Female,East,22,58211.70022581362,698,Divorced,Platinum,14
2399,61,Female,North,49,15968.384252353586,373,Single,Silver,5
2400,55,Female,South,14,91801.45703638493,738,Single,Platinum,14
2401,43,Male,South,42,6555.464816170258,422,Married,New,2
2402,28,Male,West,45,33531.57944978928,676,Divorced,Gold,9
2403,52,Male,North,44,46126.09961166387,442,Single,Gold,11
2404,25,Female,North,27,24871.942072308186,457,Married,Silver,4
2405,63,Female,North,33,66705.96348242191,729,Single,Platinum,12
2406,31,Male,North,22,68809.81359808696,747,Single,Platinum,12
2407,27,Female,West,29,17338.322447805724,709,Divorced,Silver,6
2408,19,Female,East,19,46705.11188417481,670,Married,Gold,9
2409,63,Female,North,19,5581.059864793679,408,Single,New,1
2410,26,Male,West,6,6013.1716897929455,335,Married,New,1
2411,20,Female,East,45,28252.378727966214,389,Married,Silver,7
2412,38,Male,East,19,15237.459246796408,714,Divorced,Silver,7
2413,43,Male,West,13,16003.84593784938,595,Married,Silver,4
2414,25,Male,North,26,58078.94909299075,345,Divorced,Platinum,13
2415,65,Male,East,22,30600.756261762912,787,Divorced,Gold,11
2416,19,Male,North,21,43163.12313248799,469,Divorced,Gold,11
2417,23,Female,North,36,24508.192022824813,445,Married,Silver,3
2418,45,Male,South,2,12108.019029289855,719,Single,New,2
2419,46,Male,North,47,57470.32224433474,302,Divorced,Platinum,12
2420,43,Male,South,44,17185.270520799102,562,Single,Silver,7
2421,42,Female,East,30,97662.07066593211,620,Married,Platinum,13
2422,29,Female,West,27,25402.567929371122,545,Single,Silver,4
2423,22,Female,South,7,79271.44142325397,776,Single,Platinum,14
2424,51,Female,West,20,3902.3818462458485,558,Divorced,New,1
2425,65,Male,East,31,4897.388781179106,392,Divorced,New,1
2426,54,Male,North,23,10894.058811992076,832,Divorced,New,2
2427,32,Female,East,13,9983.366992495014,638,Married,New,1
2428,61,Female,West,17,45101.709271432694,559,Single,Gold,9
2429,53,Female,East,4,42429.06313656455,536,Married,Gold,10
2430,32,Female,North,14,79388.35976139411,440,Married,Platinum,14
2431,60,Male,East,20,22564.71558049759,779,Married,Silver,7
2432,65,Female,North,13,35148.548553493914,649,Married,Gold,10
2433,40,Female,South,3,18395.856051896008,429,Divorced,Silver,3
2434,23,Female,West,26,77476.62285946122,836,Single,Platinum,12
2435,63,Female,North,26,16053.012218369275,310,Divorced,Silver,4
2436,67,Female,North,18,1670.2371898168212,556,Divorced,New,2
2437,61,Female,East,32,6047.322428443151,668,Married,New,2
2438,60,Female,South,14,48396.240964204786,693,Divorced,Gold,8
2439,62,Male,North,47,95713.59255649272,718,Single,Platinum,14
2440,38,Male,South,3,30216.56601321585,318,Married,Gold,11
2441,40,Male,South,1,32147.884312948994,409,Divorced,Gold,11
2442,60,Male,East,26,41661.5538751739,736,Married,Gold,10
2443,33,Male,North,24,92423.78609030822,804,Single,Platinum,12
2444,64,Male,East,49,9590.041779911458,333,Married,New,2
2445,32,Female,West,35,8745.240034412014,587,Divorced,New,2
2446,42,Female,West,14,43552.26270592912,554,Divorced,Gold,8
2447,53,Male,North,3,18007.876163838537,433,Single,Silver,4
2448,28,Female,South,13,10726.214739789624,798,Single,New,2
2449,68,Male,North,47,1427.6420441708024,696,Married,New,1
2450,32,Female,North,14,80603.83923127057,786,Divorced,Platinum,13
2451,21,Female,West,21,1325.6974361382195,512,Single,New,2
2452,38,Female,West,26,7653.159608189956,649,Single,New,1
2453,30,Female,South,3,44249.414747019386,318,Divorced,Gold,11
2454,39,Female,South,40,31592.21649553358,418,Single,Gold,9
2455,36,Female,North,4,95331.11825183974,601,Single,Platinum,13
2456,51,Male,East,36,76096.4644312651,584,Divorced,Platinum,12
2457,31,Male,North,43,28566.578510065974,526,Single,Silver,4
2458,21,Female,South,1,19016.10056188322,806,Divorced,New,2
2459,65,Male,East,40,33940.68127774237,800,Divorced,Gold,9
2460,69,Female,West,47,37611.5525587257,511,Married,Gold,11
2461,63,Male,South,33,2211.6370015343464,655,Divorced,New,1
2462,44,Female,South,7,88748.90050681603,786,Single,Platinum,13
2463,46,Male,East,11,40082.49831075725,620,Married,Gold,11
2464,64,Female,South,27,96440.3787697491,522,Married,Platinum,14
2465,45,Male,South,14,34164.304297525545,490,Single,Gold,11
2466,52,Female,South,22,43767.35323038452,799,Married,Gold,8
2467,25,Male,South,16,29838.55241659063,794,Single,Silver,6
2468,33,Female,South,46,43307.62523641983,536,Married,Gold,10
2469,59,Female,South,12,1618.965395476414,321,Single,New,1
2470,53,Female,South,49,6295.819147256715,626,Divorced,New,1
2471,47,Male,South,46,11798.427496812366,844,Divorced,New,2
2472,35,Male,West,10,51525.13887096577,426,Married,Platinum,14
2473,19,Male,South,24,36699.21394610428,664,Married,Gold,10
2474,66,Female,West,46,63305.204152703285,343,Divorced,Platinum,12
2475,30,Male,West,18,26831.563482236314,818,Single,Silver,6
2476,21,Female,North,22,37473.61082156201,427,Married,Gold,9
2477,43,Male,North,9,7596.629023466769,429,Divorced,New,2
2478,42,Male,West,17,15243.584879239972,828,Married,Silver,5
2479,47,Male,West,38,15222.182001500865,620,Divorced,Silver,7
2480,28,Male,South,40,30586.269150951142,485,Divorced,Gold,8
2481,24,Female,North,13,2974.2259760432244,647,Divorced,New,2
2482,48,Male,East,37,68699.38925142809,780,Single,Platinum,14
2483,61,Male,North,6,42156.91606233709,660,Married,Gold,10
2484,27,Female,West,21,9873.224972442755,586,Single,New,2
2485,56,Female,West,36,20316.14350521499,481,Single,Silver,6
2486,30,Male,South,7,31113.178135143324,750,Divorced,Gold,9
2487,48,Male,South,36,17923.50242498773,396,Single,Silver,7
2488,24,Female,North,25,9080.66650433376,613,Married,New,1
2489,66,Female,South,11,84968.95950738544,845,Married,Platinum,12
2490,59,Female,East,44,89510.04120192799,320,Divorced,Platinum,13
2491,59,Male,East,14,16862.52308509189,796,Divorced,Silver,5
2492,53,Male,South,45,17024.80483061262,702,Married,Silver,3
2493,37,Male,East,29,16683.69011317344,423,Married,Silver,5
2494,21,Female,East,10,47143.383286190496,418,Divorced,Gold,11
2495,24,Female,North,48,12099.676086936044,776,Single,New,1
2496,18,Female,East,5,24647.276180695822,402,Married,Silver,4
2497,61,Male,West,8,22742.495492748887,632,Divorced,Silver,5
2498,62,Female,West,46,23165.848678107803,758,Divorced,Silver,3
2499,59,Male,North,5,59771.76791956341,429,Married,Platinum,14
2500,64,Female,South,24,24528.691401809843,433,Divorced,Silver,4
2501,30,Male,North,40,1387.9048101249805,456,Married,New,2
2502,39,Male,South,26,99673.61381288143,724,Divorced,Platinum,12
2503,38,Female,South,6,10267.58906492729,734,Divorced,New,2
2504,39,Male,South,16,52507.82703579311,688,Single,Platinum,14
2505,45,Female,South,36,66232.37099458407,617,Divorced,Platinum,13
2506,26,Male,South,12,46632.50711539076,804,Married,Gold,9
2507,43,Female,North,11,62859.460588837144,489,Married,Platinum,13
2508,26,Female,South,3,73596.75068956641,710,Single,Platinum,14
2509,32,Male,East,44,1161.7959805857363,351,Married,New,1
2510,27,Female,East,37,10788.793164836443,745,Divorced,New,1
2511,41,Male,South,6,24119.490728110606,743,Single,Silver,7
2512,59,Female,East,19,33887.16938898857,681,Married,Gold,8
2513,25,Female,West,18,84712.72815097627,673,Divorced,Platinum,14
2514,41,Female,North,16,45707.82350034354,674,Single,Gold,9
2515,33,Female,North,23,27755.012992084252,688,Divorced,Silver,5
2516,66,Male,South,43,32675.986759986452,778,Married,Gold,10
2517,43,Female,South,37,72775.42745159625,703,Married,Platinum,12
2518,44,Female,West,9,19470.814499038457,767,Married,New,2
2519,54,Male,South,3,45441.670848886155,804,Married,Gold,10
2520,21,Male,East,8,55848.01909230742,382,Single,Platinum,12
2521,67,Male,West,38,22537.503675275915,618,Married,Silver,6
2522,41,Male,East,4,96119.02909194193,366,Single,Platinum,13
2523,36,Male,North,12,38800.77611046372,713,Single,Gold,8
2524,53,Male,East,44,91870.88044204845,752,Divorced,Platinum,14
2525,56,Female,North,31,74792.18605942786,497,Married,Platinum,12
2526,27,Male,East,25,32136.233544915074,558,Divorced,Gold,9
2527,42,Female,North,16,32957.09852119015,597,Divorced,Gold,9
2528,35,Male,South,42,15700.136292122696,579,Divorced,Silver,7
2529,36,Female,East,14,59765.737028778225,599,Divorced,Platinum,14
2530,53,Female,North,13,9042.526898833908,428,Divorced,New,2
2531,27,Female,East,41,43003.96091886514,797,Married,Gold,9
2532,50,Male,West,7,86942.84674414556,737,Divorced,Platinum,13
2533,67,Male,South,12,6594.95312553995,591,Single,New,2
2534,22,Male,North,37,4478.85362924513,506,Single,New,1
2535,64,Male,West,4,60843.05663980008,593,Married,Platinum,12
2536,66,Female,East,2,96280.72920049154,328,Single,Platinum,12
2537,52,Male,West,35,75741.48907790107,478,Divorced,Platinum,14
2538,61,Female,East,44,5329.8989308714545,340,Single,New,2
2539,51,Female,South,3,99805.20442967728,769,Divorced,Platinum,13
2540,50,Male,West,4,37678.599767769534,491,Married,Gold,10
2541,38,Male,South,38,8687.12783403015,643,Single,New,1
2542,34,Male,North,12,47246.88120633712,577,Single,Gold,8
2543,39,Female,East,19,34653.40420715591,654,Single,Gold,8
2544,65,Male,East,10,54741.984617508104,828,Married,Platinum,14
2545,54,Female,South,1,49512.40231431728,385,Married,Gold,9
2546,32,Male,South,17,71294.84320677834,616,Single,Platinum,12
2547,52,Female,North,16,1019.9828980917596,636,Married,New,1
2548,45,Male,West,9,39980.35667657917,444,Divorced,Gold,9
2549,24,Male,East,9,80965.01818737251,614,Married,Platinum,12
2550,49,Female,East,9,26641.323711720514,524,Single,Silver,5
2551,28,Male,North,12,97147.10591118192,722,Divorced,Platinum,13
2552,27,Male,North,41,28727.559434181945,353,Single,Silver,4
2553,26,Male,South,15,97006.79100274343,367,Single,Platinum,14
2554,31,Male,South,2,15481.877223892092,633,Single,Silver,4
2555,30,Male,West,11,44235.482676609354,376,Married,Gold,8
2556,42,Male,North,11,18387.8694420853,838,Single,Silver,6
2557,19,Male,West,8,33751.05374411308,454,Divorced,Gold,8
2558,52,Female,North,32,46006.371371985006,371,Divorced,Gold,9
2559,24,Female,East,6,70856.484458644,800,Divorced,Platinum,14
2560,38,Male,North,20,48332.00151564671,746,Single,Gold,9
2561,35,Male,North,39,1381.9158171613597,658,Divorced,New,1
2562,20,Male,East,35,27032.71244230745,576,Divorced,Silver,6
2563,59,Female,North,8,56841.720564129784,612,Divorced,Platinum,14
2564,56,Female,West,49,33531.54403129969,404,Divorced,Gold,9
2565,58,Male,South,43,22160.275732867485,394,Married,Silver,4
2566,66,Female,South,34,20933.849113091994,518,Single,Silver,4
2567,28,Male,West,19,5375.5507551580395,427,Single,New,2
2568,56,Male,East,7,29100.39783046583,499,Divorced,Silver,3
2569,41,Male,North,31,82869.44677817865,631,Single,Platinum,12
2570,63,Male,West,18,64515.46909210003,846,Divorced,Platinum,12
2571,36,Female,South,40,33458.1742463569,591,Divorced,Gold,8
2572,21,Female,South,14,38400.92550261867,365,Divorced,Gold,10
2573,43,Male,West,39,72582.05136338688,703,Single,Platinum,14
2574,55,Female,South,36,24019.416148492743,445,Married,Silver,6
2575,59,Female,West,17,18990.040553096518,829,Single,Silver,6
2576,49,Male,South,37,17675.092470968168,701,Single,New,2
2577,56,Female,West,44,31969.204909587632,424,Married,Gold,10
2578,62,Male,North,9,23406.80045400982,813,Single,Silver,3
2579,63,Male,North,20,24352.97479866167,631,Married,Silver,3
2580,53,Male,North,45,34136.631621302906,779,Divorced,Gold,9
2581,57,Male,North,28,91300.56752498104,697,Married,Platinum,14
2582,54,Female,South,20,24231.481878115163,329,Divorced,Silver,4
2583,50,Male,East,41,6811.499931831756,355,Married,New,1
2584,53,Female,West,36,22466.15258645158,431,Divorced,Silver,6
2585,20,Male,East,27,28643.91325764508,530,Single,Silver,5
2586,26,Male,South,8,7245.34823338862,694,Married,New,1
2587,25,Female,South,32,69091.77824478812,451,Single,Platinum,13
2588,50,Male,East,1,12386.058877840862,801,Divorced,New,2
2589,23,Female,East,17,10710.616748234872,805,Married,New,2
2590,58,Female,South,9,33307.21674360719,685,Married,Gold,8
2591,56,Male,South,20,29890.244281254898,832,Married,Silver,3
2592,21,Male,West,45,70338.344799582,747,Single,Platinum,12
2593,30,Male,North,32,28480.3084091611,425,Divorced,Silver,3
2594,66,Male,North,2,58528.46784426322,788,Single,Platinum,13
2595,19,Male,West,32,14253.608713408496,745,Married,New,2
2596,22,Male,East,45,49210.36934066897,769,Divorced,Gold,8
2597,61,Female,South,9,1820.1902627736995,648,Divorced,New,2
2598,44,Female,East,30,23909.76425718754,807,Single,Silver,5
2599,49,Male,North,20,48383.43801392605,756,Single,Gold,10
2600,38,Female,North,38,48993.667459085016,684,Married,Gold,8
2601,25,Female,East,1,27690.112156676638,747,Married,Silver,3
2602,55,Male,North,5,92796.72161800746,414,Married,Platinum,13
2603,25,Male,South,35,43043.65908234931,751,Married,Gold,10
2604,67,Female,West,36,61021.155404749625,418,Divorced,Platinum,13
2605,20,Male,East,1,86533.92722424598,392,Married,Platinum,13
2606,61,Female,South,14,98919.22322293615,820,Married,Platinum,12
2607,20,Male,South,9,40518.67029345622,837,Married,Gold,10
2608,39,Female,North,30,12606.973590769012,732,Single,New,2
2609,23,Female,South,24,41469.42135529996,444,Single,Gold,10
2610,19,Female,East,4,7215.493206165547,367,Single,New,2
2611,40,Female,South,14,34165.606188488266,430,Married,Gold,10
2612,61,Male,West,25,7472.704128484803,580,Divorced,New,2
2613,19,Male,South,4,15874.328588843919,812,Married,New,2
2614,55,Female,South,25,42246.99818296105,300,Single,Gold,10
2615,34,Female,West,10,65299.39648699171,731,Single,Platinum,13
2616,52,Male,South,35,57763.34050556006,690,Married,Platinum,14
2617,51,Male,South,7,6611.049057750913,565,Divorced,New,2
2618,40,Female,North,42,23793.494837288577,698,Divorced,Silver,3
2619,47,Female,East,13,20070.182815707074,555,Divorced,Silver,6
2620,69,Female,North,4,35917.87335091774,694,Single,Gold,9
2621,25,Female,East,43,36944.88923324568,473,Single,Gold,8
2622,39,Female,West,36,39797.66676997641,344,Divorced,Gold,11
2623,61,Male,West,14,29622.29602666742,440,Married,Silver,4
2624,53,Female,West,18,88178.23110131032,838,Divorced,Platinum,14
2625,22,Male,East,8,47034.79478330977,349,Married,Gold,11
2626,30,Male,East,32,40112.99137807062,360,Single,Gold,8
2627,46,Male,East,27,76306.18058893885,542,Single,Platinum,13
2628,48,Female,West,42,2838.9219529332486,568,Single,New,1
2629,64,Male,East,37,44420.91672602157,439,Divorced,Gold,11
2630,33,Male,South,23,21323.76008685954,456,Divorced,Silver,6
2631,59,Male,North,7,26136.70288226567,575,Single,Silver,5
2632,47,Male,West,12,38181.10762625251,330,Single,Gold,8
2633,33,Female,North,25,16627.757808208622,307,Single,Silver,6
2634,29,Female,South,3,58652.684389294176,332,Divorced,Platinum,12
2635,34,Male,East,26,18115.700780746833,751,Divorced,New,1
2636,33,Male,North,4,12586.164895589325,748,Single,New,1
2637,29,Female,South,42,35287.088451341384,336,Divorced,Gold,11
2638,25,Female,South,36,48587.36180004662,333,Divorced,Gold,9
2639,37,Female,North,15,16576.356228668497,754,Divorced,New,1
2640,20,Male,West,32,11143.075538843563,743,Divorced,New,1
2641,33,Female,North,29,32871.70540263868,536,Single,Gold,8
2642,47,Male,West,10,19085.51149080419,511,Single,Silver,5
2643,62,Male,East,21,41879.91375653265,439,Divorced,Gold,8
2644,40,Female,West,16,87641.27349528365,660,Single,Platinum,12
2645,45,Male,East,47,35489.92886906394,603,Single,Gold,9
2646,68,Female,North,19,47412.84074829929,595,Single,Gold,9
2647,57,Male,East,29,32183.60357768297,451,Married,Gold,8
2648,22,Female,South,18,34151.98336086359,522,Single,Gold,11
2649,37,Male,East,44,49409.29842285755,495,Single,Gold,9
2650,57,Male,West,16,32694.897273073155,598,Divorced,Gold,9
2651,61,Female,West,1,28321.669615857165,828,Divorced,Silver,4
2652,18,Female,West,48,44078.70150808191,787,Married,Gold,8
2653,47,Female,East,2,1657.7838157753604,510,Married,New,2
2654,38,Female,West,15,39674.13657799888,531,Single,Gold,9
2655,37,Male,West,39,22784.690297172096,666,Single,Silver,5
2656,23,Female,South,28,96606.98157079188,780,Divorced,Platinum,13
2657,39,Female,East,1,4789.941337694519,478,Single,New,1
2658,35,Male,South,5,38935.272309285516,783,Single,Gold,9
2659,25,Female,West,42,32249.675095727565,794,Single,Gold,9
2660,56,Female,West,22,16391.725634376624,846,Single,New,1
2661,49,Male,West,36,34217.93951778193,315,Single,Gold,11
2662,50,Female,East,46,16162.998873355602,765,Single,Silver,3
2663,33,Female,North,13,49938.38000141588,701,Single,Gold,11
2664,29,Female,West,1,63481.48139814026,593,Single,Platinum,13
2665,55,Female,West,16,17115.797476932057,470,Divorced,Silver,4
2666,69,Female,West,41,43989.80749194353,331,Married,Gold,10
2667,51,Female,West,22,91084.1077960951,562,Single,Platinum,14
2668,31,Male,East,32,1576.6974381371201,514,Divorced,New,2
2669,53,Female,North,16,16580.899612046807,488,Single,Silver,3
2670,50,Male,North,15,31803.476471640915,560,Single,Gold,9
2671,40,Male,North,46,30939.186066450224,481,Married,Gold,11
2672,67,Male,West,42,16594.56478634284,804,Divorced,New,2
2673,62,Male,West,12,6294.818707654277,641,Single,New,2
2674,19,Female,North,1,24942.099848398997,321,Married,Silver,6
2675,58,Female,North,17,22585.007449112716,373,Married,Silver,6
2676,38,Female,West,41,27262.615281083723,465,Single,Silver,6
2677,19,Male,West,28,40933.36604997151,533,Single,Gold,9
2678,44,Female,South,7,48374.938695992496,674,Divorced,Gold,9
2679,26,Female,South,9,22284.727987559898,732,Divorced,Silver,6
2680,18,Female,South,22,45813.17322423198,633,Single,Gold,10
2681,28,Male,North,26,14073.603536836341,839,Single,New,1
2682,20,Male,East,12,71761.19473882215,334,Married,Platinum,13
2683,69,Female,West,7,46979.84090475834,743,Divorced,Gold,11
2684,40,Male,South,46,16614.89753036495,530,Single,Silver,5
2685,43,Male,East,47,41298.35509966416,617,Single,Gold,8
2686,21,Female,West,15,7537.02821000907,642,Divorced,New,1
2687,35,Male,East,38,26256.309231255804,729,Single,Silver,6
2688,23,Male,North,21,79574.67635849876,765,Married,Platinum,14
2689,52,Female,North,14,21720.967262392707,378,Married,Silver,5
2690,39,Male,North,2,18911.736658001366,748,Single,Silver,5
2691,60,Male,South,8,28641.393530311834,581,Divorced,Silver,3
2692,32,Male,West,45,37395.758950426505,356,Married,Gold,8
2693,39,Male,North,6,89949.6044266673,490,Divorced,Platinum,12
2694,54,Male,South,37,10316.656129626363,762,Divorced,New,1
2695,69,Male,South,37,34643.38429373218,341,Divorced,Gold,10
2696,59,Male,South,33,67279.23964420613,785,Married,Platinum,12
2697,29,Male,South,41,83578.7031655102,472,Married,Platinum,13
2698,64,Female,North,6,36386.61614323782,549,Single,Gold,9
2699,66,Female,South,26,15620.457012289608,809,Divorced,Silver,5
2700,59,Female,North,39,58693.3758027008,801,Married,Platinum,13
2701,55,Female,North,41,3332.4881713239342,492,Married,New,1
2702,35,Male,South,37,33520.94959871638,464,Single,Gold,11
2703,62,Female,North,14,60186.22800705667,389,Married,Platinum,12
2704,52,Female,West,37,7920.61246606019,357,Married,New,2
2705,47,Male,West,8,4708.302795554142,562,Married,New,1
2706,41,Male,East,39,4646.613202011327,542,Single,New,2
2707,59,Male,West,13,9699.457029935375,518,Single,New,1
2708,47,Male,North,13,38934.036758884,308,Divorced,Gold,8
2709,31,Male,North,40,19276.581325323947,729,Married,New,2
2710,23,Female,West,43,35981.26196433361,312,Single,Gold,10
2711,20,Male,South,28,4605.636339137558,524,Single,New,1
2712,33,Female,South,18,4566.55020460716,366,Single,New,2
2713,24,Female,North,19,40921.57664629289,802,Divorced,Gold,8
2714,69,Male,South,38,23763.709362809284,483,Divorced,Silver,4
2715,31,Female,East,32,62406.25145211344,507,Divorced,Platinum,13
2716,26,Female,East,22,89679.21252085593,827,Divorced,Platinum,13
2717,32,Male,West,2,39930.51909353585,599,Divorced,Gold,8
2718,38,Female,West,13,1063.3919816692674,540,Married,New,2
2719,52,Female,South,23,41826.8126663336,754,Married,Gold,8
2720,19,Female,North,25,17980.594415291365,829,Single,New,2
2721,44,Male,West,28,35009.33475630916,543,Divorced,Gold,11
2722,19,Male,East,11,51893.5504680963,537,Divorced,Platinum,13
2723,52,Male,West,33,46143.573113014456,545,Single,Gold,10
2724,35,Female,West,24,98813.83579858136,644,Married,Platinum,13
2725,31,Male,East,2,53828.18073324512,783,Divorced,Platinum,12
2726,37,Female,North,30,96901.84036628605,609,Divorced,Platinum,14
2727,35,Male,West,17,37185.48823952124,583,Divorced,Gold,10
2728,27,Female,West,40,29121.594128821314,337,Married,Silver,3
2729,42,Male,West,34,42976.78648004893,331,Married,Gold,8
2730,19,Male,South,38,47804.886248968265,542,Divorced,Gold,9
2731,42,Female,West,22,26787.4953757712,591,Divorced,Silver,7
2732,50,Male,East,5,15419.966142309402,591,Single,Silver,6
2733,53,Female,North,48,53272.1251162527,681,Single,Platinum,14
2734,48,Male,North,40,5731.701446066896,437,Married,New,2
2735,31,Male,East,16,2166.571178604214,499,Single,New,2
2736,18,Female,South,13,73051.71195785757,634,Divorced,Platinum,14
2737,63,Female,East,26,49092.60597128935,746,Married,Gold,8
2738,33,Female,North,31,3652.8155879903584,647,Single,New,2
2739,63,Male,East,39,39778.254276314816,577,Married,Gold,10
2740,69,Female,South,48,20763.894451021042,831,Divorced,Silver,6
2741,20,Male,North,23,24447.404463723728,698,Single,Silver,5
2742,52,Female,South,48,59692.24653257794,690,Single,Platinum,12
2743,58,Female,East,12,35198.78580268566,309,Single,Gold,8
2744,23,Female,West,14,92938.3925682005,848,Divorced,Platinum,12
2745,42,Female,East,18,8302.026014743045,358,Married,New,1
2746,30,Female,South,27,8102.707199835764,387,Single,New,1
2747,51,Female,East,28,17709.19609317896,758,Married,New,2
2748,25,Male,West,18,39188.74986923158,403,Married,Gold,10
2749,38,Female,South,16,86444.53862661042,403,Married,Platinum,13
2750,51,Male,East,16,69360.2408936059,553,Divorced,Platinum,13
2751,21,Female,South,13,1906.3862217053215,634,Divorced,New,2
2752,42,Female,South,29,69668.73208244462,762,Single,Platinum,12
2753,32,Female,North,9,17379.945663418963,848,Single,Silver,5
2754,21,Male,North,26,20862.775209487645,600,Married,Silver,4
2755,62,Male,South,28,19461.378230443297,640,Married,Silver,3
2756,29,Female,East,41,23987.410006018872,791,Married,Silver,4
2757,49,Male,East,13,68077.02077492117,383,Divorced,Platinum,12
2758,49,Female,East,36,25583.844950687675,558,Divorced,Silver,6
2759,45,Female,West,9,22682.20021571474,659,Single,Silver,3
2760,30,Male,South,47,28792.384177730997,386,Married,Silver,5
2761,48,Male,South,14,16365.381530255805,727,Married,Silver,7
2762,31,Male,West,12,25315.637829619984,666,Divorced,Silver,4
2763,37,Male,South,32,43447.93755140079,642,Single,Gold,11
2764,35,Female,South,38,49012.53094825402,646,Married,Gold,9
2765,46,Male,West,3,20573.278005654785,395,Married,Silver,3
2766,23,Male,North,16,19581.569545682432,554,Single,Silver,6
2767,49,Female,South,20,58619.672210682824,435,Married,Platinum,12
2768,46,Male,West,32,18979.327730329405,547,Divorced,Silver,6
2769,60,Male,East,23,15018.907727551386,798,Single,New,2
2770,19,Male,North,17,46754.25923919954,785,Married,Gold,8
2771,40,Male,East,16,19264.29905220962,701,Married,Silver,7
2772,36,Female,South,38,33154.84233314781,711,Divorced,Gold,9
2773,48,Female,North,8,19081.92706611253,747,Divorced,Silver,3
2774,68,Male,West,19,1908.3427752563612,546,Divorced,New,2
2775,22,Male,South,30,28900.43124461994,720,Married,Silver,3
2776,36,Female,West,34,47452.483040444946,423,Married,Gold,11
2777,51,Male,North,14,36169.83433970305,559,Married,Gold,11
2778,27,Male,East,22,34939.756318637345,468,Single,Gold,11
2779,42,Male,South,44,95269.86570324578,410,Divorced,Platinum,12
2780,19,Male,South,17,30035.43902641912,589,Single,Gold,11
2781,28,Male,West,15,24008.6629198702,312,Divorced,Silver,4
2782,67,Male,North,48,9244.033848511035,562,Married,New,1
2783,48,Male,West,32,5577.017400157175,322,Single,New,1
2784,32,Male,North,13,15044.504393994508,499,Single,Silver,5
2785,26,Male,South,21,60943.57146925778,541,Divorced,Platinum,13
2786,40,Female,North,49,28836.62390837901,538,Single,Silver,3
2787,36,Female,South,40,30340.448483596585,602,Single,Gold,10
2788,26,Female,North,33,69738.98830316006,464,Married,Platinum,13
2789,52,Male,East,27,26846.170894994673,475,Divorced,Silver,7
2790,38,Male,North,35,91904.54968425017,328,Single,Platinum,13
2791,26,Female,East,16,14776.079326286701,834,Married,New,1
2792,45,Male,North,28,18487.25627599279,593,Single,Silver,6
2793,63,Female,North,34,23995.570765292385,776,Married,Silver,6
2794,68,Male,West,47,3374.0022840157135,682,Single,New,1
